Accession	Label	Id	Gene_name	Identification_type_36	Identification_type_38	Identification_type_40	Identification_type_61	Identification_type_63	Identification_type_65	Specific_peptides	Intensity_36	Intensity_38	Intensity_40	Intensity_61	Intensity_63	Intensity_65	Intensity_38_ratio_Intensity_36	Intensity_40_ratio_Intensity_36	Intensity_61_ratio_Intensity_36	Intensity_63_ratio_Intensity_36	Intensity_65_ratio_Intensity_36	Intensity_36_norm	Intensity_38_norm	Intensity_40_norm	Intensity_61_norm	Intensity_63_norm	Intensity_65_norm	S1_G1_mean	S2_G1_mean	S3_G1_mean	S1_G2_mean	S2_G2_mean	S3_G2_mean	S1_G1_identification_type	S2_G1_identification_type	S3_G1_identification_type	S1_G2_identification_type	S2_G2_identification_type	S3_G2_identification_type	S1_G1_mean_imputed	S2_G1_mean_imputed	S3_G1_mean_imputed	S1_G2_mean_imputed	S2_G2_mean_imputed	S3_G2_mean_imputed	S1_G1_mean_imputed_log	S2_G1_mean_imputed_log	S3_G1_mean_imputed_log	S1_G2_mean_imputed_log	S2_G2_mean_imputed_log	S3_G2_mean_imputed_log	mean_intensity_G2-G1	fc_G2-G1	log2_fc_G2-G1	pval_G2-G1	log10_pval_G2-G1	qval_G2-G1	log10_qval_G2-G1	significant_G2-G1
ACON_YEAST	ACO1	6157	ACO1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	265	62095188	61440332	63930528	78080864	78488832	80079440	0.989453997626998	1.02955687967319	1.25743824143024	1.26400828354043	1.28962392383771	62095188	61483419.5046547	64876874.3570446	64311566.5455455	66400147.5330729	69130305.1782052	62095188	61483419.5046547	64876874.3570446	64311566.5455455	66400147.5330729	69130305.1782052	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	62095188	61483419.5046547	64876874.3570446	64311566.5455455	66400147.5330729	69130305.1782052	7.79305794629543	7.78875801352361	7.81208991823474	7.80828908855649	7.82216904431875	7.83966847409519	64716250.1864205	1.06042030341935	0.0846361982544331	0.093029872035449	1.03137757642382	0.134881420719501	0.870047868228008	FALSE
ACON2_YEAST	ACO2	6158	ACO2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	15	2224473.5	2478845	2297074.75	2676585.5	2649793.5	2740763.5	1.11435132852785	1.03263749826644	1.20324449808011	1.19120029975632	1.23209536998305	2224473.5	2480583.38978402	2331077.72775613	2204578.6596072	2241677.89032939	2366023.25361274	2224473.5	2480583.38978402	2331077.72775613	2204578.6596072	2241677.89032939	2366023.25361274	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	2224473.5	2480583.38978402	2331077.72775613	2204578.6596072	2241677.89032939	2366023.25361274	6.34722723639455	6.39455383129734	6.36755675493318	6.34332559911331	6.35057320839162	6.37401900862077	2308069.07018158	0.968184972835399	-0.0466453925333482	0.450899827692613	0.345919930655198	0.383956493751963	0.415717982908206	FALSE
ACPM_YEAST	ACP1	6687	ACP1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20	875791.25	991515.94	895487	1074975.62	1073888.75	919720.12	1.13213729869989	1.0224890920068	1.22743361503098	1.22619260012018	1.05015906473146	875791.25	992211.280443146	908742.652451843	885407.289044203	908490.668253379	793968.246707714	875791.25	992211.280443146	908742.652451843	885407.289044203	908490.668253379	793968.246707714	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	875791.25	992211.280443146	908742.652451843	885407.289044203	908490.668253379	793968.246707714	5.94240060185668	5.99660416021918	5.95844091243654	5.94714309295189	5.95832047072289	5.89980313396944	894101.897816714	0.93197828160351	-0.101631759522822	0.271103275081989	0.566865235863099	0.268129564569207	0.571655297089961	FALSE
ACS1_YEAST	ACS1	6248	ACS1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13	3473409	3333428.75	3320181.25	3729291.75	3646966.25	4342471	0.959699462401347	0.955885485987973	1.07366905250721	1.04996740953916	1.25020433815885	3473409	3335766.45101994	3369328.99723377	3071643.70706604	3085268.1952018	3748731.8275141	3473409	3335766.45101994	3369328.99723377	3071643.70706604	3085268.1952018	3748731.8275141	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3473409	3335766.45101994	3369328.99723377	3071643.70706604	3085268.1952018	3748731.8275141	6.54075592525858	6.52319563651489	6.52754341962082	6.48737083862866	6.48929292222132	6.57388437347129	3347358.02967261	0.973192454760034	-0.0392029598992237	0.662485690929678	0.178823497643824	0.49428754878749	0.306020329375342	FALSE
ACS2_YEAST	ACS2	6426	ACS2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	113	18898722	18882864	18660912	23441324	24517960	23536584	0.999160895641515	0.987416609440575	1.24036556545993	1.29733428535538	1.2454061179375	18898722	18896106.3680668	18937144.445481	19307525.4436438	20741755.479429	20318464.1997055	18898722	18896106.3680668	18937144.445481	19307525.4436438	20741755.479429	20318464.1997055	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18898722	18896106.3680668	18937144.445481	19307525.4436438	20741755.479429	20318464.1997055	7.27643243660108	7.27637232496326	7.27731449182313	7.28572661582826	7.31684551014201	7.30789087808037	19516619.6560543	1.06408683021089	0.089615880541609	0.0443850342339853	1.3527634408141	0.0822339161663906	1.08494902715595	FALSE
ACT_YEAST	ACT1	6070	ACT1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	547	90963584	93797432	91713488	115713320	116993280	117802600	1.03115365375225	1.00824400234714	1.27208400231899	1.2861551277487	1.2950523145614	90963584	93863211.2228059	93071098.0178721	95307665.6450165	98974221.6112746	101695637.341945	90963584	93863211.2228059	93071098.0178721	95307665.6450165	98974221.6112746	101695637.341945	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	90963584	93863211.2228059	93071098.0178721	95307665.6450165	98974221.6112746	101695637.341945	7.95886756338547	7.97249540809604	7.96881483758633	7.97912783257374	7.99552209490257	8.00730232245117	95645902.9731523	1.06505854055504	0.0909327298382963	0.040481140808794	1.39274725703824	0.0780295595425235	1.10774084456199	FALSE
ADH1_YEAST	ADH1	6037	ADH1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	863	137555552	141175104	144493696	185397040	190851328	189230048	1.02631338355576	1.05043885106142	1.34779757926456	1.38744910856088	1.37566274315122	137555552	141274108.721373	146632597.196397	152702896.260307	161456808.735323	163356923.663882	137555552	141274108.721373	146632597.196397	152702896.260307	161456808.735323	163356923.663882	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	137555552	141274108.721373	146632597.196397	152702896.260307	161456808.735323	163356923.663882	8.13847812401907	8.15006257607533	8.16623052698206	8.18384727424006	8.20805636421121	8.21313754619007	150496481.096214	1.12234779883061	0.166519814890528	0.0143825675904508	1.8421635763436	0.0417226405291761	1.37962821388497	FALSE
ADH2_YEAST	ADH2	6038	ADH2	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8	5093392	4989886.5	4644064.5	5205018	4974410	5282545.5	0.979678473598733	0.911782266120495	1.0219158470426	0.976639928754747	1.03713703952101	5093392	4993385.85865898	4712809.33378982	4287130.6019073	4208261.85679503	4560271.43212733	5093392	4993385.85865898	4712809.33378982	4287130.6019073	4208261.85679503	4560271.43212733	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5093392	4993385.85865898	4712809.33378982	4287130.6019073	4208261.85679503	4560271.43212733	6.70700710183602	6.69839512700275	6.67327986985555	6.63216671393371	6.62410275572336	6.65899069309576	4642541.84721308	0.88216405775771	-0.180881113363422	0.0203403125810306	1.69164237731428	0.0521521758594197	1.2827275675054	FALSE
ADH3_YEAST	ADH3	6036	ADH3	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11	3849998	4064700.5	4186654	5206643	4655738.5	4659980	1.05576691208671	1.08744316230814	1.35237550772754	1.20928335547187	1.21038504435587	3849998	4067551.03475482	4248627.90957112	4288469.03862896	3938671.46953349	4022828.32552691	3849998	4067551.03475482	4248627.90957112	4288469.03862896	3938671.46953349	4022828.32552691	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3849998	4067551.03475482	4248627.90957112	4288469.03862896	3938671.46953349	4022828.32552691	6.58546050390092	6.60933301064967	6.62824869769435	6.63230227895812	6.59534975716885	6.60453149942008	4069357.62966922	1.00688728182624	0.00990218676845423	0.863551079353731	0.0637119686635505	0.58252011712016	0.234689071841145	FALSE
ADH6_YEAST	ADH6	6450	ADH6	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	27	2280954.75	2337802	2281524.75	3107216.5	2463925.25	2299905	1.02492256806059	1.00024989535632	1.36224381478852	1.08021662858503	1.00830803416859	2280954.75	2339441.47770589	2315297.54530164	2559269.33276721	2084436.67642377	1985442.63709736	2280954.75	2339441.47770589	2315297.54530164	2559269.33276721	2084436.67642377	1985442.63709736	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2280954.75	2339441.47770589	2315297.54530164	2559269.33276721	2084436.67642377	1985442.63709736	6.35811666974827	6.36911218557125	6.36460681132758	6.40811599263964	6.3189887061318	6.29785734405568	2260807.06988265	0.955801807756823	-0.0652165986575163	0.547149203093542	0.261894228978356	0.438529953886824	0.358000736702811	FALSE
ADK_YEAST	ADO1	6592	ADO1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	131	14212975	14164236	15092126	17943006	18636366	18027580	0.996570809418859	1.06185552285851	1.26243844093161	1.31122203479567	1.26838891927974	14212975	14174169.2403441	15315530.6692084	14778817.3091441	15766032.1901636	15562697.5791103	14212975	14174169.2403441	15315530.6692084	14778817.3091441	15766032.1901636	15562697.5791103	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14212975	14174169.2403441	15315530.6692084	14778817.3091441	15766032.1901636	15562697.5791103	7.1526849921325	7.15149761395596	7.18513204931211	7.16963968056326	7.19772240894488	7.19208487814087	14968370.3313284	1.05502803143841	0.0772813309513549	0.169411228223029	0.771057808918522	0.19709994509389	0.705313496701907	FALSE
ADT2_YEAST	PET9	6084	PET9	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	98	15311126	15921304	16115582	19852752	17861718	18762802	1.03985193512221	1.05254061654251	1.29662259980096	1.16658422117354	1.22543580400292	15311126	15932469.4549687	16354136.6122402	16351786.0324933	15110693.8423309	16197393.8411437	15311126	15932469.4549687	16354136.6122402	16351786.0324933	15110693.8423309	16197393.8411437	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	15311126	15932469.4549687	16354136.6122402	16351786.0324933	15110693.8423309	16197393.8411437	7.18500713045037	7.20228309454238	7.21362762125602	7.213565195632	7.17928440642886	7.20944514223017	15876267.6305295	1.00130555902687	0.00188229507718055	0.974766590885952	0.0110993642252295	0.634595337748857	0.197503122902771	FALSE
ADT3_YEAST	AAC3	6085	AAC3	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9	2416474.75	2716868.75	2695183	3557502.5	3061029.25	2976544.5	1.12431083751237	1.11533671104985	1.47218691194684	1.26673338920674	1.23177140584647	2416474.75	2718774.06351477	2735079.06676827	2930148.91285904	2589575.97691161	2569566.29144145	2416474.75	2718774.06351477	2735079.06676827	2930148.91285904	2589575.97691161	2569566.29144145	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2416474.75	2718774.06351477	2735079.06676827	2930148.91285904	2589575.97691161	2569566.29144145	6.38318226150968	6.43437311819956	6.43696988561088	6.46688969215943	6.41322865753171	6.40985982639397	2659936.51024919	1.02782136961252	0.0395895528905666	0.666611613840109	0.176127124244742	0.496061737396835	0.304464269997211	FALSE
AGM1_YEAST	PCM1	6201	PCM1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	46	4004054	3975933	3986877	5395985.5	5172488	5339684	0.992976867944338	0.995710097815864	1.34763055143612	1.29181274778013	1.33356942738535	4004054	3978721.28297419	4045893.66454147	4444421.62630333	4375832.30074119	4609597.47564643	4004054	3978721.28297419	4045893.66454147	4444421.62630333	4375832.30074119	4609597.47564643	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4004054	3978721.28297419	4045893.66454147	4444421.62630333	4375832.30074119	4609597.47564643	6.60249992588617	6.59974351705392	6.60701446431968	6.64781525217954	6.6410606697563	6.66366300310374	4243086.72503443	1.11648690817654	0.158966334349358	0.00244594328180838	2.61155361789795	0.0137839095360243	1.86062758583095	FALSE
AGP1_YEAS7	AGP1	6166	AGP1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3	661731.56	571058	560007.25	776400.88	752181.19	778710	0.862975312829269	0.846275565276046	1.17328676298891	1.13668628711014	1.17677627465736	661731.56	571458.477397047	568296.886227563	639485.199089755	636331.828553677	672238.216767253	661731.56	571458.477397047	568296.886227563	639485.199089755	636331.828553677	672238.216767253	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	661731.56	571458.477397047	568296.886227563	639485.199089755	636331.828553677	672238.216767253	5.82068184796836	5.75698467971386	5.75457527649539	5.80583049716802	5.80368364666781	5.8275231984925	624923.694672549	1.08135963623382	0.112846411253178	0.202568407962647	0.69342828512246	0.222291092713574	0.65307793929312	FALSE
AHA1_YEAST	AHA1	6608	AHA1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	59	2673622.5	2512864.75	2707421	3222156.5	2901312	2993880.75	0.939872682100783	1.01264146303377	1.20516508968637	1.08516142424744	1.1197843936457	2673622.5	2514626.99750238	2747498.22258036	2653940.05079032	2454458.04110672	2584532.18347498	2673622.5	2514626.99750238	2747498.22258036	2653940.05079032	2454458.04110672	2584532.18347498	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2673622.5	2514626.99750238	2747498.22258036	2653940.05079032	2454458.04110672	2584532.18347498	6.427100087391	6.40047357390872	6.43893742014055	6.42389110846624	6.38995561224702	6.41238194452018	2604779.66590913	0.969402071074384	-0.0448329301408875	0.42471127744498	0.371906206946455	0.36821923252842	0.43389353152231	FALSE
AHP1_YEAST	AHP1	6306	AHP1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	725	135195872	138101024	138124672	145174368	147003632	140483696	1.02148846674845	1.0216633833317	1.07380769732378	1.08733816961512	1.03911231845895	135195872	138197872.899098	140169294.252536	119573357.030725	124362442.451654	121275583.05905	135195872	138197872.899098	140169294.252536	119573357.030725	124362442.451654	121275583.05905	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	135195872	138197872.899098	140169294.252536	119573357.030725	124362442.451654	121275583.05905	8.13096343128764	8.14050135855704	8.14665288668905	8.07763442226496	8.09468924290524	8.0837733712694	129795736.948844	0.883085159860052	-0.179375524755826	0.00133111260176347	2.87578520503916	0.00911559389308908	2.04021503122303	TRUE
AIM17_YEAST	AIM17	6820	AIM17	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12	784986.56	777911.44	697712.25	998194.38	889146.19	855381.25	0.990986953967721	0.888820631527755	1.27160696865944	1.13268969853446	1.08967629968085	784986.56	778456.981693881	708040.296188714	822166.162182319	752201.767946676	738426.328358623	784986.56	778456.981693881	708040.296188714	822166.162182319	752201.767946676	738426.328358623	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	784986.56	778456.981693881	708040.296188714	822166.162182319	752201.767946676	738426.328358623	5.89486222111748	5.89123461802274	5.85005797508299	5.9149595985938	5.87633434983696	5.86830717292715	764046.349395036	1.01818653512566	0.0260018921091047	0.72038920245641	0.142432805220552	0.519640744705224	0.284296803505683	FALSE
AIP1_YEAST	AIP1	6646	AIP1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21	1180700.38	1118107.75	1032394.75	1296515	1221527.88	1165489	0.946986863847711	0.874391816491158	1.09808976262039	1.03457905213853	0.98711664681602	1180700.38	1118891.86804289	1047677.01093635	1067878.9453431	1033390.73064257	1006133.53754523	1180700.38	1118891.86804289	1047677.01093635	1067878.9453431	1033390.73064257	1006133.53754523	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1180700.38	1118891.86804289	1047677.01093635	1067878.9453431	1033390.73064257	1006133.53754523	6.07213970301435	6.04878811746542	6.02022741433839	6.02852202390111	6.01426456167177	6.00265562562073	1075778.74541836	0.928339781807249	-0.107275151810396	0.12989207511074	0.886417345005999	0.164956837171151	0.782629679002149	FALSE
AK_YEAST	HOM3	6494	HOM3	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	14	1984163.88	2312870.25	2207034.75	2549881.25	2434621.5	2484154.25	1.16566492985448	1.11232482974138	1.28511625259502	1.22702641880569	1.25199046058635	1984163.88	2314492.24331316	2239704.8899296	2100218.2774593	2059646.22823271	2144499.77937203	1984163.88	2314492.24331316	2239704.8899296	2100218.2774593	2059646.22823271	2144499.77937203	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	1984163.88	2314492.24331316	2239704.8899296	2100218.2774593	2059646.22823271	2144499.77937203	6.29757753941111	6.36445572964597	6.350190798192	6.32226443367191	6.31379263089314	6.33132600589451	2140454.21638447	0.964211714877048	-0.0525781367437915	0.515112839536598	0.288097624900241	0.419692840646536	0.377068439161689	FALSE
